"","Control_1","Control_2","Control_3","Treated_1","Treated_2","Treated_3"
"Gene_2841",49,78,124,55,102,98
"Gene_2842",48,74,96,70,106,104
"Gene_2843",51,79,99,69,94,112
"Gene_2844",50,75,105,75,104,126
"Gene_2845",65,85,92,57,74,120
"Gene_2846",63,66,96,58,96,100
"Gene_2847",49,88,117,46,102,116
"Gene_2848",55,72,107,52,112,122
"Gene_2849",63,80,94,74,103,144
"Gene_2850",54,69,110,73,98,122
"Gene_2851",71,70,101,63,82,116
"Gene_2852",65,76,104,62,82,123
"Gene_2853",60,67,109,76,91,128
"Gene_2854",44,77,109,70,95,114
"Gene_2855",56,89,112,74,90,111
"Gene_2856",41,82,96,64,106,124
"Gene_2857",55,75,94,62,79,108
"Gene_2858",57,70,114,62,108,118
"Gene_2859",59,76,98,69,90,124
"Gene_2860",59,76,87,77,112,138
"Gene_2861",63,71,99,65,91,144
"Gene_2862",54,89,103,55,110,120
"Gene_2863",50,85,117,66,107,128
"Gene_2864",55,91,86,48,107,132
"Gene_2865",60,83,101,53,82,112
"Gene_2866",57,90,116,59,82,117
"Gene_2867",49,85,94,66,92,147
"Gene_2868",50,70,96,60,102,114
"Gene_2869",50,80,109,56,101,122
"Gene_2870",54,78,103,65,92,142
"Gene_2871",46,78,114,65,104,114
"Gene_2872",66,74,104,71,92,108
"Gene_2873",55,71,82,73,106,135
"Gene_2874",51,77,94,49,107,122
"Gene_2875",56,78,86,74,76,117
"Gene_2876",59,96,121,70,90,130
"Gene_2877",50,83,110,67,104,150
"Gene_2878",63,81,103,66,86,120
"Gene_2879",52,102,94,65,110,152
"Gene_2880",55,68,112,66,85,122
"Gene_2881",55,78,110,48,96,93
"Gene_2882",50,82,109,70,108,144
"Gene_2883",66,82,88,58,85,120
"Gene_2884",62,75,127,58,96,118
"Gene_2885",43,67,117,54,92,118
"Gene_2886",57,65,105,66,102,122
"Gene_2887",60,72,105,66,90,124
"Gene_2888",51,73,87,66,102,146
"Gene_2889",47,75,107,69,88,117
"Gene_2890",52,73,113,68,108,111
"Gene_2891",75,67,125,63,80,122
"Gene_2892",49,79,118,59,106,126
"Gene_2893",54,78,107,58,115,114
"Gene_2894",52,92,90,61,100,108
"Gene_2895",57,79,109,64,116,94
"Gene_2896",59,89,90,68,94,126
"Gene_2897",48,82,110,63,91,123
"Gene_2898",65,72,101,67,97,106
"Gene_2899",55,93,112,63,101,112
"Gene_2900",52,82,114,58,109,114
"Gene_2901",46,65,96,67,88,123
"Gene_2902",59,81,112,63,80,118
"Gene_2903",66,65,81,58,95,156
"Gene_2904",54,81,113,63,89,112
"Gene_2905",52,73,95,55,97,123
"Gene_2906",49,76,116,54,94,140
"Gene_2907",68,88,98,50,97,105
"Gene_2908",48,89,95,67,97,128
"Gene_2909",63,74,118,81,85,110
"Gene_2910",50,88,121,70,102,114
"Gene_2911",57,85,107,59,73,135
"Gene_2912",46,77,114,60,97,129
"Gene_2913",54,72,116,63,115,129
"Gene_2914",69,85,92,60,101,110
"Gene_2915",55,96,121,58,96,118
"Gene_2916",52,87,98,58,80,126
"Gene_2917",62,71,98,62,88,99
"Gene_2918",50,71,116,81,91,122
"Gene_2919",59,74,109,53,109,128
"Gene_2920",64,85,124,64,107,116
"Gene_2921",56,78,100,61,89,117
"Gene_2922",59,91,94,65,94,136
"Gene_2923",57,84,82,69,96,130
"Gene_2924",59,69,113,52,95,138
"Gene_2925",55,73,96,71,74,134
"Gene_2926",63,71,121,57,126,126
"Gene_2927",57,72,105,62,106,102
"Gene_2928",52,85,121,64,86,111
"Gene_2929",54,85,98,65,98,122
"Gene_2930",55,85,113,64,103,108
"Gene_2931",39,75,86,65,86,128
"Gene_2932",56,67,120,62,112,117
"Gene_2933",62,86,94,66,85,128
"Gene_2934",55,75,95,58,84,117
"Gene_2935",57,75,114,61,113,130
"Gene_2936",64,69,109,57,84,105
"Gene_2937",52,61,131,60,96,130
"Gene_2938",48,69,98,66,89,110
"Gene_2939",44,72,133,62,78,112
"Gene_2940",59,91,101,72,95,128
"Gene_2941",53,71,112,81,92,140
"Gene_2942",56,71,90,52,108,130
"Gene_2943",55,73,91,67,88,117
"Gene_2944",55,62,99,66,84,124
"Gene_2945",73,71,92,58,107,140
"Gene_2946",57,78,100,54,101,112
"Gene_2947",41,81,120,58,92,117
"Gene_2948",52,72,109,68,97,102
"Gene_2949",62,96,91,69,85,102
"Gene_2950",63,72,95,60,107,136
"Gene_2951",42,81,120,62,86,106
"Gene_2952",52,80,103,74,101,135
"Gene_2953",55,91,112,67,98,116
"Gene_2954",62,82,105,63,104,116
"Gene_2955",60,93,100,60,112,134
"Gene_2956",50,96,104,66,86,142
"Gene_2957",51,69,107,54,95,124
"Gene_2958",64,101,105,64,94,129
"Gene_2959",46,75,118,60,73,129
"Gene_2960",55,73,95,71,96,118
"Gene_2961",55,84,88,51,103,124
"Gene_2962",60,74,105,58,84,128
"Gene_2963",55,75,95,66,98,102
"Gene_2964",52,79,122,70,92,111
"Gene_2965",54,84,92,52,94,122
"Gene_2966",46,77,110,55,92,130
"Gene_2967",59,86,99,71,108,129
"Gene_2968",55,68,116,70,94,116
"Gene_2969",53,78,118,62,110,106
"Gene_2970",59,75,116,44,108,108
"Gene_2971",58,80,88,63,96,114
"Gene_2972",59,80,81,74,102,126
"Gene_2973",62,92,95,76,82,123
"Gene_2974",50,62,100,62,112,141
"Gene_2975",46,91,113,67,94,118
"Gene_2976",50,78,114,63,94,135
"Gene_2977",62,64,91,61,98,106
"Gene_2978",60,62,95,81,100,117
"Gene_2979",57,81,104,59,95,123
"Gene_2980",60,94,98,63,90,136
"Gene_2981",50,85,109,73,90,124
"Gene_2982",52,80,112,82,109,116
"Gene_2983",56,82,107,65,84,110
"Gene_2984",59,75,112,62,113,111
"Gene_2985",62,81,131,61,95,96
"Gene_2986",65,104,108,63,94,135
"Gene_2987",57,79,99,50,100,111
"Gene_2988",55,91,107,60,79,98
"Gene_2989",52,70,100,59,90,122
"Gene_2990",50,86,107,61,118,124
"Gene_2991",54,87,96,62,106,132
"Gene_2992",52,71,81,59,95,112
"Gene_2993",50,86,108,61,86,112
"Gene_2994",55,75,81,59,89,129
"Gene_2995",55,83,112,68,104,129
"Gene_2996",58,66,94,60,102,111
"Gene_2997",47,88,110,67,94,130
"Gene_2998",52,83,103,60,86,130
"Gene_2999",57,91,91,65,98,98
"Gene_3000",59,77,79,66,91,132
"Gene_3001",56,75,105,66,89,140
"Gene_3002",60,92,118,63,86,111
"Gene_3003",59,97,110,64,119,111
"Gene_3004",57,69,96,58,109,144
"Gene_3005",63,72,116,55,103,136
"Gene_3006",57,76,86,58,113,117
"Gene_3007",56,71,104,61,102,106
"Gene_3008",55,65,117,66,92,104
"Gene_3009",50,85,105,72,70,129
"Gene_3010",61,81,98,59,94,126
"Gene_3011",53,86,96,65,96,120
"Gene_3012",59,71,91,65,108,129
"Gene_3013",50,78,96,62,98,132
"Gene_3014",54,82,96,70,96,106
"Gene_3015",46,82,103,55,92,99
"Gene_3016",59,74,99,59,88,135
"Gene_3017",64,86,129,73,85,122
"Gene_3018",53,83,114,77,79,123
"Gene_3019",43,78,105,60,108,132
"Gene_3020",52,76,107,62,98,110
"Gene_3021",60,90,104,79,86,146
"Gene_3022",53,69,105,50,118,130
"Gene_3023",47,75,117,62,97,129
"Gene_3024",66,66,83,73,96,102
"Gene_3025",57,81,127,68,90,105
"Gene_3026",36,77,105,62,110,130
"Gene_3027",61,96,124,64,84,114
"Gene_3028",55,78,108,66,90,102
"Gene_3029",49,68,86,66,97,110
"Gene_3030",50,78,103,75,90,105
"Gene_3031",53,86,129,62,80,102
"Gene_3032",59,84,90,56,77,123
"Gene_3033",52,65,116,66,94,118
"Gene_3034",46,79,130,71,98,112
"Gene_3035",51,81,103,66,84,108
"Gene_3036",60,75,107,69,102,111
"Gene_3037",50,84,117,70,85,106
"Gene_3038",59,79,101,77,102,106
"Gene_3039",59,76,116,65,95,112
"Gene_3040",57,76,90,62,65,98
"Gene_3041",46,80,96,71,103,122
"Gene_3042",46,91,95,64,92,141
"Gene_3043",55,85,110,58,92,128
"Gene_3044",56,81,112,71,101,106
"Gene_3045",55,76,109,68,108,111
"Gene_3046",55,86,112,61,97,132
"Gene_3047",52,88,96,69,98,118
"Gene_3048",47,63,100,90,92,105
"Gene_3049",58,73,113,58,96,132
"Gene_3050",60,73,142,57,95,122
"Gene_3051",53,78,109,57,88,110
"Gene_3052",59,78,95,58,85,106
"Gene_3053",59,73,98,61,90,117
"Gene_3054",45,78,112,59,101,112
"Gene_3055",64,89,108,78,88,102
"Gene_3056",54,90,109,55,80,123
"Gene_3057",62,80,116,65,96,88
"Gene_3058",46,80,107,51,101,98
"Gene_3059",62,98,99,78,98,147
"Gene_3060",59,75,118,64,102,126
"Gene_3061",57,62,107,59,84,116
"Gene_3062",62,74,126,65,116,144
"Gene_3063",59,85,96,79,82,124
"Gene_3064",57,63,110,78,60,123
"Gene_3065",44,71,113,76,109,98
"Gene_3066",55,83,112,62,89,120
"Gene_3067",55,72,104,50,109,124
"Gene_3068",53,61,107,66,94,90
"Gene_3069",57,76,130,68,97,120
"Gene_3070",53,84,108,70,100,116
"Gene_3071",53,86,92,67,84,136
"Gene_3072",64,76,95,67,89,100
"Gene_3073",49,84,87,66,70,120
"Gene_3074",50,73,101,70,98,120
"Gene_3075",46,82,116,62,84,141
"Gene_3076",41,84,114,53,91,104
"Gene_3077",55,86,91,60,88,108
"Gene_3078",48,78,105,63,76,111
"Gene_3079",56,81,99,60,104,123
"Gene_3080",59,71,91,76,110,112
"Gene_3081",44,76,112,61,91,105
"Gene_3082",50,70,100,71,106,130
"Gene_3083",52,80,92,55,107,116
"Gene_3084",58,74,108,63,108,142
"Gene_3085",56,74,98,60,89,123
"Gene_3086",57,75,114,66,102,104
"Gene_3087",52,88,114,70,95,126
"Gene_3088",57,74,107,47,94,129
"Gene_3089",60,78,118,54,65,93
"Gene_3090",58,69,121,74,90,132
"Gene_3091",60,77,127,70,91,108
"Gene_3092",50,87,116,58,86,138
"Gene_3093",57,77,121,58,91,142
"Gene_3094",49,79,100,74,110,93
"Gene_3095",57,89,103,70,98,112
"Gene_3096",56,71,100,66,86,132
"Gene_3097",57,88,99,58,108,126
"Gene_3098",55,84,103,59,95,129
"Gene_3099",49,67,99,74,79,106
"Gene_3100",57,68,82,62,84,128
"Gene_3101",62,79,100,66,109,132
"Gene_3102",64,62,84,70,102,116
"Gene_3103",56,95,79,56,74,124
"Gene_3104",62,80,99,63,98,122
"Gene_3105",57,89,87,52,90,118
"Gene_3106",59,74,98,62,104,135
"Gene_3107",50,69,107,57,110,129
"Gene_3108",55,67,90,66,86,124
"Gene_3109",57,82,100,56,89,126
"Gene_3110",57,81,100,63,94,110
"Gene_3111",52,84,101,66,114,140
"Gene_3112",58,77,98,59,106,118
"Gene_3113",57,75,86,58,97,108
"Gene_3114",50,70,110,72,113,117
"Gene_3115",50,93,107,56,100,124
"Gene_3116",55,76,92,68,94,114
"Gene_3117",52,93,98,52,85,94
"Gene_3118",57,70,99,68,80,126
"Gene_3119",68,74,98,59,113,136
"Gene_3120",50,82,118,68,112,118
"Gene_3121",48,91,98,62,89,129
"Gene_3122",58,85,134,63,91,92
"Gene_3123",49,78,109,58,91,129
"Gene_3124",55,67,110,67,90,123
"Gene_3125",54,78,83,65,96,117
"Gene_3126",64,92,103,56,88,132
"Gene_3127",55,65,100,66,103,128
"Gene_3128",55,80,105,62,106,132
"Gene_3129",64,85,79,61,89,120
"Gene_3130",69,81,99,78,85,102
"Gene_3131",71,75,99,61,91,122
"Gene_3132",53,81,112,71,97,111
"Gene_3133",56,76,103,68,102,129
"Gene_3134",50,96,112,75,91,105
"Gene_3135",64,82,103,65,96,129
"Gene_3136",57,70,117,65,100,102
"Gene_3137",57,71,94,62,107,124
"Gene_3138",65,73,99,49,96,128
"Gene_3139",57,90,109,54,98,116
"Gene_3140",60,77,117,69,91,111
"Gene_3141",59,74,90,61,82,129
"Gene_3142",55,74,90,68,98,129
"Gene_3143",52,82,117,67,115,112
"Gene_3144",55,89,103,67,86,110
"Gene_3145",55,83,96,58,100,130
"Gene_3146",51,77,103,54,91,118
"Gene_3147",52,98,103,66,82,129
"Gene_3148",58,67,98,52,104,120
"Gene_3149",55,81,120,76,106,142
"Gene_3150",53,82,112,66,100,134
"Gene_3151",54,76,100,58,100,98
"Gene_3152",51,81,101,58,101,92
"Gene_3153",59,76,95,68,103,162
"Gene_3154",61,85,101,68,109,106
"Gene_3155",46,83,109,70,89,112
"Gene_3156",62,85,108,73,89,112
"Gene_3157",59,85,104,74,94,110
"Gene_3158",52,74,104,49,92,105
"Gene_3159",51,79,122,66,97,134
"Gene_3160",46,80,100,70,98,134
"Gene_3161",57,77,113,74,102,158
"Gene_3162",52,85,101,63,96,128
"Gene_3163",50,77,120,67,110,130
"Gene_3164",56,69,98,66,120,122
"Gene_3165",55,84,90,60,88,98
"Gene_3166",62,76,100,58,108,102
"Gene_3167",46,78,107,81,90,128
"Gene_3168",52,79,90,63,100,104
"Gene_3169",59,84,84,57,89,126
"Gene_3170",58,92,113,65,126,126
"Gene_3171",57,88,91,68,94,129
"Gene_3172",46,73,78,78,101,136
"Gene_3173",60,70,103,67,86,123
"Gene_3174",55,84,98,67,89,105
"Gene_3175",51,76,125,66,107,135
"Gene_3176",62,73,95,71,80,126
"Gene_3177",60,80,110,56,98,114
"Gene_3178",52,86,110,73,91,117
"Gene_3179",66,94,98,70,80,120
"Gene_3180",62,97,98,69,101,124
"Gene_3181",50,79,88,65,90,126
"Gene_3182",58,59,94,74,115,130
"Gene_3183",52,75,135,57,80,128
"Gene_3184",59,84,87,58,92,93
"Gene_3185",41,77,103,81,98,141
"Gene_3186",55,80,103,59,94,117
"Gene_3187",62,80,90,51,102,94
"Gene_3188",50,85,107,75,102,114
"Gene_3189",57,82,105,54,84,110
"Gene_3190",50,67,101,62,89,132
"Gene_3191",47,76,114,62,110,126
"Gene_3192",50,83,99,71,77,132
"Gene_3193",56,85,133,62,80,110
"Gene_3194",59,76,82,50,83,122
"Gene_3195",66,81,113,71,102,130
"Gene_3196",62,82,109,53,114,123
"Gene_3197",59,86,88,74,92,128
"Gene_3198",59,74,104,61,89,104
"Gene_3199",48,66,108,67,106,128
"Gene_3200",62,75,100,57,98,112
"Gene_3201",63,89,94,58,84,141
"Gene_3202",49,82,108,78,79,110
"Gene_3203",48,66,95,70,86,147
"Gene_3204",60,84,105,73,92,110
"Gene_3205",60,71,98,58,77,124
"Gene_3206",59,79,108,62,106,132
"Gene_3207",57,81,99,55,102,116
"Gene_3208",57,78,109,66,102,135
"Gene_3209",53,71,98,74,65,128
"Gene_3210",59,82,105,76,92,118
"Gene_3211",66,82,98,62,84,118
"Gene_3212",55,72,99,78,112,118
"Gene_3213",54,61,88,69,91,122
"Gene_3214",57,84,107,66,98,120
"Gene_3215",53,68,126,59,90,154
"Gene_3216",57,72,122,54,104,147
"Gene_3217",60,87,109,64,106,128
"Gene_3218",51,84,75,60,104,136
"Gene_3219",47,78,99,64,103,116
"Gene_3220",54,84,81,70,113,94
"Gene_3221",61,83,121,66,92,112
"Gene_3222",48,89,103,63,92,120
"Gene_3223",59,90,87,74,103,136
"Gene_3224",64,84,108,66,98,90
"Gene_3225",69,69,126,71,83,110
"Gene_3226",52,83,103,72,98,124
"Gene_3227",47,67,101,56,89,106
"Gene_3228",57,78,117,62,89,105
"Gene_3229",52,74,109,65,78,112
"Gene_3230",64,62,99,52,98,128
"Gene_3231",58,78,117,57,95,122
"Gene_3232",58,84,126,70,102,130
"Gene_3233",59,69,110,59,118,136
"Gene_3234",69,79,107,55,85,134
"Gene_3235",49,67,86,52,101,126
"Gene_3236",54,72,96,62,96,110
"Gene_3237",63,69,100,69,115,134
"Gene_3238",66,87,121,65,115,136
"Gene_3239",66,67,100,48,120,114
"Gene_3240",50,78,84,48,76,129
"Gene_3241",53,77,92,54,96,106
"Gene_3242",53,85,121,64,112,111
"Gene_3243",50,76,100,57,89,111
"Gene_3244",68,79,100,72,110,130
"Gene_3245",48,79,100,74,101,108
"Gene_3246",59,77,82,65,92,84
"Gene_3247",41,79,98,72,92,136
"Gene_3248",54,89,94,73,84,120
"Gene_3249",47,76,92,67,97,122
"Gene_3250",53,82,109,66,102,123
"Gene_3251",51,76,96,68,91,120
"Gene_3252",54,80,116,77,92,138
"Gene_3253",59,82,86,67,92,108
"Gene_3254",60,95,118,78,89,112
"Gene_3255",71,89,114,55,92,105
"Gene_3256",53,76,96,55,90,112
"Gene_3257",48,81,110,60,97,104
"Gene_3258",48,85,109,74,84,134
"Gene_3259",65,81,110,72,101,123
"Gene_3260",74,80,103,72,96,104
"Gene_3261",64,73,82,62,90,98
"Gene_3262",57,85,110,60,88,135
"Gene_3263",60,86,116,78,101,158
"Gene_3264",56,83,108,59,114,135
"Gene_3265",64,87,104,78,88,120
"Gene_3266",70,102,122,66,109,93
"Gene_3267",49,81,107,54,102,110
"Gene_3268",43,88,109,70,106,108
"Gene_3269",57,90,113,45,103,148
"Gene_3270",51,68,99,55,98,117
"Gene_3271",47,88,107,69,92,110
"Gene_3272",57,63,92,70,97,126
"Gene_3273",58,72,110,63,91,122
"Gene_3274",78,60,98,78,118,147
"Gene_3275",46,88,87,66,92,146
"Gene_3276",49,86,108,62,89,123
"Gene_3277",62,79,96,52,96,110
"Gene_3278",54,80,95,69,103,106
"Gene_3279",50,96,103,60,89,105
"Gene_3280",67,68,109,64,84,132
"Gene_3281",55,64,100,63,95,136
"Gene_3282",57,82,108,62,113,135
"Gene_3283",64,76,112,72,101,106
"Gene_3284",55,91,88,62,102,98
"Gene_3285",49,73,107,63,89,118
"Gene_3286",60,79,107,63,102,117
"Gene_3287",55,81,121,80,106,129
"Gene_3288",52,80,100,68,113,120
"Gene_3289",52,90,104,67,89,98
"Gene_3290",52,88,109,77,106,129
"Gene_3291",64,87,98,62,113,141
"Gene_3292",52,74,107,64,118,94
"Gene_3293",62,69,107,61,95,112
"Gene_3294",68,87,116,53,80,126
"Gene_3295",59,83,121,54,95,110
"Gene_3296",64,76,99,53,80,123
"Gene_3297",46,84,114,67,94,118
"Gene_3298",66,71,113,64,91,106
"Gene_3299",68,95,96,70,83,124
"Gene_3300",57,92,113,64,89,110
"Gene_3301",55,76,122,61,91,124
"Gene_3302",57,92,103,62,103,144
"Gene_3303",54,84,88,70,84,104
"Gene_3304",50,76,112,56,90,122
"Gene_3305",53,79,98,56,76,116
"Gene_3306",57,90,101,64,95,105
"Gene_3307",62,82,104,64,106,104
"Gene_3308",60,77,92,72,88,110
"Gene_3309",62,73,109,62,94,102
"Gene_3310",47,84,133,67,104,129
"Gene_3311",56,93,82,74,107,94
"Gene_3312",56,76,98,58,102,110
"Gene_3313",58,79,107,69,120,123
"Gene_3314",55,93,110,69,119,122
"Gene_3315",49,82,109,58,110,117
"Gene_3316",62,70,105,67,109,112
"Gene_3317",45,53,103,54,104,122
"Gene_3318",54,71,92,71,89,98
"Gene_3319",74,104,110,64,106,112
"Gene_3320",52,69,113,50,100,138
"Gene_3321",64,67,90,59,94,112
"Gene_3322",57,79,103,52,106,112
"Gene_3323",57,83,120,66,104,134
"Gene_3324",61,87,103,51,86,132
"Gene_3325",55,78,121,66,112,106
"Gene_3326",55,74,109,63,104,128
"Gene_3327",57,72,125,70,100,124
"Gene_3328",53,77,109,61,86,123
"Gene_3329",52,79,112,69,109,117
"Gene_3330",60,79,104,59,101,84
"Gene_3331",56,82,105,49,91,110
"Gene_3332",62,86,108,54,102,138
"Gene_3333",62,81,109,70,90,135
"Gene_3334",53,85,92,67,88,104
"Gene_3335",48,73,101,58,92,105
"Gene_3336",50,94,79,63,95,117
"Gene_3337",59,68,103,52,97,111
"Gene_3338",50,81,86,55,88,138
"Gene_3339",55,83,95,71,114,108
"Gene_3340",51,85,91,64,100,112
"Gene_3341",59,85,78,70,82,112
"Gene_3342",51,77,107,67,92,132
"Gene_3343",57,73,99,61,83,129
"Gene_3344",60,73,103,78,92,110
"Gene_3345",52,93,110,58,89,141
"Gene_3346",54,93,101,68,110,117
"Gene_3347",61,95,101,71,108,112
"Gene_3348",58,61,101,55,101,108
"Gene_3349",49,81,110,62,109,110
"Gene_3350",57,73,105,62,90,128
"Gene_3351",71,71,120,66,100,110
"Gene_3352",61,105,95,73,98,128
"Gene_3353",55,70,116,74,116,152
"Gene_3354",59,75,134,56,116,132
"Gene_3355",64,63,126,75,120,126
"Gene_3356",54,72,109,62,102,129
"Gene_3357",57,68,101,54,85,123
"Gene_3358",52,80,105,64,106,118
"Gene_3359",56,83,104,65,77,104
"Gene_3360",59,70,103,55,96,110
"Gene_3361",55,82,108,61,98,124
"Gene_3362",53,75,110,59,83,114
"Gene_3363",71,76,107,63,103,144
"Gene_3364",54,80,107,62,104,99
"Gene_3365",53,85,130,49,97,120
"Gene_3366",57,81,117,61,107,123
"Gene_3367",62,80,104,65,96,84
"Gene_3368",60,69,107,58,101,108
"Gene_3369",52,83,96,67,107,86
"Gene_3370",57,104,100,74,84,105
"Gene_3371",50,90,105,58,77,110
"Gene_3372",46,90,103,61,96,108
"Gene_3373",49,86,99,58,102,118
"Gene_3374",52,77,112,72,108,124
"Gene_3375",54,79,103,64,110,112
"Gene_3376",48,74,98,64,101,124
"Gene_3377",50,82,101,63,83,117
"Gene_3378",53,72,116,75,110,122
"Gene_3379",50,73,92,59,78,120
"Gene_3380",69,79,108,61,101,144
"Gene_3381",62,69,112,71,88,100
"Gene_3382",57,77,109,58,94,110
"Gene_3383",50,84,108,70,83,110
"Gene_3384",55,91,118,60,79,135
"Gene_3385",59,72,109,62,102,106
"Gene_3386",49,80,94,72,83,128
"Gene_3387",62,89,99,57,103,114
"Gene_3388",58,77,98,64,106,117
"Gene_3389",62,76,122,58,121,116
"Gene_3390",50,92,94,63,109,132
"Gene_3391",51,88,110,66,118,130
"Gene_3392",57,71,100,59,91,134
"Gene_3393",64,77,107,60,112,134
"Gene_3394",59,89,107,67,86,118
"Gene_3395",52,90,100,58,95,122
"Gene_3396",53,76,130,71,96,141
"Gene_3397",55,78,101,66,104,104
"Gene_3398",52,72,107,69,106,129
"Gene_3399",52,78,121,70,106,110
"Gene_3400",60,70,86,54,101,148
"Gene_3401",60,87,109,62,97,120
"Gene_3402",53,87,101,62,78,128
"Gene_3403",58,77,101,63,103,126
"Gene_3404",50,84,101,60,104,108
"Gene_3405",56,92,99,65,115,135
"Gene_3406",50,79,108,77,109,114
"Gene_3407",51,85,101,74,96,123
"Gene_3408",64,87,108,70,102,126
"Gene_3409",65,85,86,72,83,134
"Gene_3410",59,102,105,52,103,110
"Gene_3411",59,83,107,77,88,124
"Gene_3412",57,90,109,86,85,141
"Gene_3413",40,81,101,66,90,129
"Gene_3414",57,96,127,56,100,129
"Gene_3415",62,76,100,70,100,122
"Gene_3416",58,65,120,70,73,120
"Gene_3417",60,81,94,49,91,102
"Gene_3418",46,91,100,72,78,123
"Gene_3419",46,78,108,58,92,129
"Gene_3420",54,78,101,68,86,128
"Gene_3421",55,81,108,59,79,117
"Gene_3422",54,86,107,52,94,136
"Gene_3423",58,72,120,63,91,123
"Gene_3424",57,76,116,72,89,116
"Gene_3425",54,75,114,63,86,112
"Gene_3426",59,79,96,66,90,102
"Gene_3427",59,93,92,57,95,129
"Gene_3428",63,89,90,57,97,129
"Gene_3429",49,84,120,62,77,129
"Gene_3430",55,78,96,62,97,108
"Gene_3431",56,88,126,70,98,104
"Gene_3432",61,76,104,69,110,117
"Gene_3433",54,91,91,57,82,114
"Gene_3434",55,76,92,74,98,112
"Gene_3435",55,94,117,64,109,112
"Gene_3436",52,78,124,77,103,134
"Gene_3437",64,97,125,85,95,98
"Gene_3438",57,70,92,75,88,126
"Gene_3439",52,83,104,61,121,117
"Gene_3440",53,100,100,78,101,132
"Gene_3441",53,78,101,64,89,124
"Gene_3442",51,78,131,63,95,92
"Gene_3443",51,76,114,55,90,140
"Gene_3444",51,78,112,54,102,118
"Gene_3445",55,84,103,56,101,129
"Gene_3446",60,85,110,62,110,111
"Gene_3447",50,91,114,77,103,128
"Gene_3448",58,73,114,69,102,120
"Gene_3449",57,97,98,68,115,126
"Gene_3450",55,86,107,69,95,118
"Gene_3451",59,83,105,67,98,87
"Gene_3452",48,85,91,82,89,99
"Gene_3453",57,75,99,67,96,111
"Gene_3454",52,68,92,58,91,124
"Gene_3455",63,89,101,68,109,120
"Gene_3456",55,77,81,54,104,147
"Gene_3457",63,76,96,71,98,124
"Gene_3458",56,85,114,70,94,114
"Gene_3459",62,82,117,63,101,136
"Gene_3460",57,61,112,59,106,112
"Gene_3461",52,80,107,73,95,114
"Gene_3462",50,79,100,54,110,122
"Gene_3463",50,99,95,66,98,126
"Gene_3464",55,88,103,69,82,111
"Gene_3465",70,85,91,69,85,117
"Gene_3466",58,75,90,58,96,116
"Gene_3467",53,85,107,65,82,116
"Gene_3468",57,79,98,65,92,129
"Gene_3469",45,79,112,70,125,112
"Gene_3470",59,95,117,62,89,126
"Gene_3471",59,93,96,69,94,134
"Gene_3472",52,93,82,70,103,100
"Gene_3473",53,83,99,64,77,122
"Gene_3474",55,64,101,62,95,129
"Gene_3475",58,76,101,65,103,104
"Gene_3476",70,83,109,61,98,112
"Gene_3477",59,71,96,68,114,123
"Gene_3478",66,74,107,62,86,146
"Gene_3479",51,69,103,59,96,100
"Gene_3480",46,96,98,74,88,148
"Gene_3481",46,79,95,70,85,123
"Gene_3482",56,80,105,62,97,90
"Gene_3483",62,72,110,66,98,150
"Gene_3484",52,86,90,55,91,126
"Gene_3485",64,69,100,61,84,122
"Gene_3486",62,71,104,69,80,112
"Gene_3487",58,85,98,54,76,126
"Gene_3488",59,78,103,52,91,117
"Gene_3489",57,78,88,61,90,110
"Gene_3490",66,85,121,58,82,108
"Gene_3491",56,102,112,54,91,144
"Gene_3492",61,79,108,52,90,132
"Gene_3493",50,72,101,74,98,104
"Gene_3494",53,75,86,66,91,126
"Gene_3495",57,79,100,74,94,99
"Gene_3496",46,71,103,70,103,112
"Gene_3497",64,79,81,63,80,134
"Gene_3498",59,87,120,61,95,122
"Gene_3499",53,88,98,63,107,116
"Gene_3500",52,90,104,56,76,138
"Gene_3501",52,91,126,73,83,132
"Gene_3502",62,81,120,59,88,129
"Gene_3503",54,93,98,64,102,117
"Gene_3504",60,84,118,54,96,116
"Gene_3505",52,84,107,71,83,129
"Gene_3506",57,88,121,64,78,94
"Gene_3507",60,73,125,72,83,128
"Gene_3508",71,66,117,58,86,124
"Gene_3509",69,89,114,61,97,124
"Gene_3510",62,77,107,66,86,138
"Gene_3511",57,82,91,59,109,128
"Gene_3512",62,94,101,71,92,117
"Gene_3513",51,74,104,77,73,140
"Gene_3514",64,74,107,58,97,104
"Gene_3515",55,88,109,56,101,150
"Gene_3516",56,87,86,74,89,130
"Gene_3517",50,79,87,60,95,104
"Gene_3518",60,88,114,58,94,108
"Gene_3519",57,81,135,50,113,105
"Gene_3520",66,79,112,76,78,126
"Gene_3521",52,80,113,59,91,110
"Gene_3522",57,90,126,62,95,123
"Gene_3523",62,72,86,63,104,117
"Gene_3524",56,84,113,75,89,111
"Gene_3525",55,84,105,50,110,104
"Gene_3526",62,83,81,71,96,112
"Gene_3527",71,74,125,72,72,142
"Gene_3528",55,95,112,60,108,132
"Gene_3529",63,77,98,72,86,122
"Gene_3530",59,72,94,72,92,120
"Gene_3531",55,87,116,72,94,136
"Gene_3532",43,82,120,75,100,128
"Gene_3533",57,81,122,58,95,140
"Gene_3534",56,90,118,59,103,98
"Gene_3535",58,79,82,54,90,114
"Gene_3536",58,89,83,59,98,117
"Gene_3537",57,81,114,75,101,114
"Gene_3538",61,72,107,52,89,102
